,dong,apt,addr_kr,exclusive_use_area,year_of_completion,floor,gu,transaction_real_price,predict,difference,ratio,ratio_Abs
6867,풍납동,씨티극동1,풍납동 509 씨티극동1,84.22,1998,2,송파구,52500,48556.87703835599,3943.1229616440105,0.07510710403131449,0.07510710403131449
6868,염창동,벽산늘푸른,염창동 290 벽산늘푸른,84.94,1998,8,강서구,43000,48052.17788670001,-5052.17788670001,-0.11749250899302349,0.11749250899302349
6869,번동,주공4단지,번동 234 주공4단지,76.51,1991,9,강북구,33800,33959.41089886565,-159.4108988656517,-0.004716298783007446,0.004716298783007446
6870,대림동,코오롱,대림동 607-1 코오롱,84.93,1998,2,영등포구,50000,46104.93847055714,3895.061529442857,0.07790123058885715,0.07790123058885715
6871,돈암동,한진(609-1),돈암동 609-1 한진(609-1),59.58,1998,4,성북구,31000,32422.649374212826,-1422.649374212826,-0.04589191529718793,0.04589191529718793
6872,옥수동,삼성,옥수동 250 삼성,84.822,1999,10,성동구,67500,74399.47935443092,-6899.479354430921,-0.10221450895453217,0.10221450895453217
6873,응봉동,대림강변,응봉동 15 대림강변,59.76,2001,4,성동구,49900,52254.43971258236,-2354.43971258236,-0.04718316057279278,0.04718316057279278
6874,가락동,가락금호아파트,가락동 95-1 가락금호아파트,59.91,1997,8,송파구,62000,53220.35640501991,8779.643594980087,0.14160715475774335,0.14160715475774335
6875,길동,길동우성,길동 400 길동우성,57.1,1994,4,강동구,42300,39139.67533549031,3160.324664509688,0.07471216700968529,0.07471216700968529
6876,녹번동,북한산푸르지오,녹번동 281 북한산푸르지오,84.99,2015,10,은평구,58500,60686.88389771357,-2186.8838977135674,-0.03738263073014645,0.03738263073014645
6877,광장동,극동1,광장동 218-1 극동1,126.94,1985,5,광진구,109000,106549.49297699452,2450.5070230054844,0.022481715807389765,0.022481715807389765
6878,상계동,상계주공3(고층),상계동 730-2 상계주공3(고층),73.94,1987,15,노원구,47900,41902.287393279024,5997.712606720976,0.1252132068208972,0.1252132068208972
6879,상계동,은빛1단지,상계동 1255 은빛1단지,59.92,1998,3,노원구,32000,28459.233540311285,3540.7664596887153,0.11064895186527235,0.11064895186527235
6880,개봉동,현대홈타운,개봉동 480 현대홈타운,84.915,2001,4,구로구,44700,44256.53527893468,443.4647210653202,0.009920910985801347,0.009920910985801347
6881,목동,월드메르디앙2,목동 948 월드메르디앙2,84.3,2003,13,양천구,51700,56106.92018428416,-4406.920184284158,-0.0852402356728077,0.0852402356728077
6882,등촌동,주공3,등촌동 688 주공3,58.14,1995,15,강서구,41500,43357.12750149307,-1857.1275014930725,-0.044750060276941506,0.044750060276941506
6883,홍제동,청구1차,홍제동 453 청구1차,84.78,1994,11,서대문구,48600,47395.832413839904,1204.167586160096,0.024777110826339425,0.024777110826339425
6884,봉천동,관악동부센트레빌,봉천동 1719 관악동부센트레빌,59.75,2004,7,관악구,49000,44834.431636256915,4165.568363743085,0.08501159926006295,0.08501159926006295
6885,신정동,이펜하우스3단지,신정동 1316 이펜하우스3단지,114.98,2011,6,양천구,56000,58307.677801614875,-2307.6778016148746,-0.04120853217169419,0.04120853217169419
6886,중계동,중계현대2,중계동 435-1 중계현대2,84.34,1991,9,노원구,38000,38909.67800223038,-909.6780022303792,-0.023938894795536295,0.023938894795536295
6887,홍제동,중앙하이츠,홍제동 342 중앙하이츠,84.79,2001,3,서대문구,38300,43908.84270210046,-5608.842702100461,-0.14644497916711385,0.14644497916711385
6888,일원동,수서,일원동 711 수서,59.96,1992,1,강남구,65000,63850.94445566909,1149.055544330913,0.017677777605090973,0.017677777605090973
6889,수유동,수유벽산1차,수유동 205 수유벽산1차,63.78,1993,6,강북구,29400,29959.392417300194,-559.3924173001942,-0.01902695296939436,0.01902695296939436
6890,옥수동,옥수 어울림,옥수동 560 옥수 어울림,84.699,2011,17,성동구,100000,98507.2043746426,1492.7956253573939,0.014927956253573939,0.014927956253573939
6891,구로동,구로두산,구로동 1265 구로두산,44.64,1998,11,구로구,28800,26737.546326805823,2062.453673194177,0.07161297476368671,0.07161297476368671
6892,응봉동,대림(2차),응봉동 97 대림(2차),59.91,1989,8,성동구,43700,42708.605258455034,991.3947415449657,0.022686378525056422,0.022686378525056422
6893,월계동,삼호4,월계동 12 삼호4,50.18,1987,14,노원구,25000,28214.022624083955,-3214.0226240839547,-0.1285609049633582,0.1285609049633582
6894,당산동5가,당산2효성타운,당산동5가 13 당산2효성타운,84.38,2001,12,영등포구,67000,69818.76313136047,-2818.763131360465,-0.042071091512842766,0.042071091512842766
6895,중계동,주공5,중계동 359-1 주공5,76.51,1992,1,노원구,40500,40833.17298693366,-333.1729869336632,-0.008226493504534894,0.008226493504534894
6896,가락동,가락(1차)쌍용아파트,가락동 140 가락(1차)쌍용아파트,59.92,1997,8,송파구,59500,53428.71049712866,6071.289502871339,0.10203847903985444,0.10203847903985444
6897,여의도동,진주,여의도동 54 진주,94.31,1977,6,영등포구,96000,95374.09967673742,625.9003232625837,0.006519795033985247,0.006519795033985247
6898,천호동,대우한강베네시티,천호동 425-5 대우한강베네시티,114.63,2007,18,강동구,63000,61474.47931911972,1525.5206808802832,0.024214613982226716,0.024214613982226716
6899,신내동,동성1,신내동 397 동성1,59.4,1993,19,중랑구,26700,26198.890730677427,501.1092693225728,0.018768137427811714,0.018768137427811714
6900,내발산동,수산오성,내발산동 721-3 수산오성,84.94,2002,2,강서구,45000,40571.38654026586,4428.613459734137,0.09841363243853637,0.09841363243853637
6901,답십리동,센시티16,답십리동 488-18 센시티16,14.244000000000002,2013,16,동대문구,11300,11529.85337965579,-229.85337965578947,-0.020341007049184907,0.020341007049184907
6902,길동,삼익파크맨션,길동 53 삼익파크맨션,63.32,1983,12,강동구,41000,38329.27296854648,2670.72703145352,0.06513968369398829,0.06513968369398829
6903,자양동,우성1,자양동 579 우성1,51.57,1988,13,광진구,41300,43536.70461630443,-2236.704616304429,-0.0541574967628191,0.0541574967628191
6904,아현동,마포래미안푸르지오4단지,아현동 777 마포래미안푸르지오4단지,59.9452,2014,8,마포구,71000,74723.21556323295,-3723.2155632329523,-0.052439655820182424,0.052439655820182424
6905,홍제동,홍제삼성래미안,홍제동 461 홍제삼성래미안,60.0,2001,10,서대문구,39700,39870.2566400252,-170.25664002520352,-0.004288580353279686,0.004288580353279686
6906,오류동,동부골든,오류동 338 동부골든,59.94,1998,2,구로구,27000,25850.31533363379,1149.6846663662109,0.042580913569118924,0.042580913569118924
6907,잠원동,녹원한신,잠원동 60-7 녹원한신,84.75,1995,7,서초구,114500,113507.42077730062,992.5792226993799,0.008668814172046986,0.008668814172046986
6908,창신동,두산,창신동 232 두산,84.9,1999,17,종로구,55000,55033.87517090198,-33.87517090197798,-0.0006159121982177815,0.0006159121982177815
6909,구로동,삼성래미안,구로동 256-1 삼성래미안,78.665,2004,1,구로구,47900,44714.885260060066,3185.114739939934,0.06649508851649132,0.06649508851649132
6910,길음동,길음뉴타운8단지(래미안),길음동 1284 길음뉴타운8단지(래미안),59.99,2010,3,성북구,49300,50722.27904794271,-1422.279047942713,-0.028849473589101685,0.028849473589101685
6911,명일동,명일우성,명일동 42 명일우성,84.93,1986,5,강동구,73000,68460.03684067137,4539.963159328632,0.06219127615518674,0.06219127615518674
6912,장안동,장안현대홈타운(336),장안동 336 장안현대홈타운(336),84.87,2003,13,동대문구,52500,51103.73371982157,1396.2662801784318,0.026595548193874892,0.026595548193874892
6913,노량진동,신동아리버파크,노량진동 325 신동아리버파크,84.88,2001,18,동작구,53500,53351.64308436876,148.35691563123692,0.0027730264603969515,0.0027730264603969515
6914,자양동,한강극동,자양동 57-103 한강극동,84.45,1991,1,광진구,51500,50619.78718752452,880.2128124754818,0.017091510921854014,0.017091510921854014
6915,답십리동,래미안엘파인아파트,답십리동 1000 래미안엘파인아파트,59.95,2011,19,동대문구,41000,41303.227478780296,-303.2274787802962,-0.007395792165373079,0.007395792165373079
6916,내곡동,서초포레스타1단지,내곡동 BL-1 서초포레스타1단지,114.68,2014,13,서초구,119000,114505.6422087006,4494.357791299393,0.03776771253192768,0.03776771253192768
6917,목동,부영2,목동 908-28 부영2,149.28,2000,16,양천구,107500,87813.80790663841,19686.19209336159,0.18312736831034038,0.18312736831034038
6918,홍제동,아름채,홍제동 158-13 아름채,69.67,2004,6,서대문구,29500,30258.04905310515,-758.049053105151,-0.02569657807136105,0.02569657807136105
6919,구의동,현대프라임,구의동 631-1 현대프라임,84.99,1997,19,광진구,73000,73649.65788966817,-649.6578896681749,-0.008899423146139382,0.008899423146139382
6920,염창동,동아,염창동 292 동아,114.84,1998,3,강서구,53700,55003.650574915795,-1303.650574915795,-0.024276547018916107,0.024276547018916107
6921,상도동,상도 엠코타운 센트럴파크,상도동 531 상도 엠코타운 센트럴파크,84.7835,2012,15,동작구,71500,75411.94494925911,-3911.9449492591084,-0.054712516772854665,0.054712516772854665
6922,당산동4가,유원제일,당산동4가 91 유원제일,51.48,1983,6,영등포구,47300,44421.41690711312,2878.583092886882,0.06085799350712224,0.06085799350712224
6923,동작동,이수힐스테이트,동작동 333 이수힐스테이트,108.336,2013,3,동작구,94500,98035.90266743136,-3535.9026674313645,-0.037416959443718145,0.037416959443718145
6924,신림동,신림푸르지오,신림동 1730 신림푸르지오,114.84,2005,3,관악구,56800,57687.6040077657,-887.6040077657017,-0.015626831122635593,0.015626831122635593
6925,신계동,용산e편한세상,신계동 48 용산e편한세상,84.89,2011,6,용산구,89000,86752.697936562,2247.3020634379936,0.025250584982449368,0.025250584982449368
6926,노량진동,우성,노량진동 323 우성,59.82,1997,10,동작구,39900,42868.694500456055,-2968.694500456055,-0.07440337093874824,0.07440337093874824
6927,상월곡동,동아에코빌,상월곡동 101 동아에코빌,84.97,2003,3,성북구,43000,40069.21646774712,2930.783532252877,0.0681577565640204,0.0681577565640204
6928,양평동4가,성원,양평동4가 12 성원,84.66,1993,18,영등포구,51000,48438.14881996035,2561.851180039652,0.05023237607920886,0.05023237607920886
6929,정릉동,정릉풍림아이원,정릉동 239 정릉풍림아이원,114.75,2005,16,성북구,46800,45106.21319244064,1693.7868075593578,0.03619202580255038,0.03619202580255038
6930,가락동,가락(1차)쌍용아파트,가락동 140 가락(1차)쌍용아파트,84.69,1997,6,송파구,71800,66436.35390795166,5363.646092048337,0.07470259181125817,0.07470259181125817
6931,구산동,갈현현대,구산동 382 갈현현대,59.94,1998,7,은평구,26000,26501.48728634529,-501.48728634529107,-0.019287972551741965,0.019287972551741965
6932,역삼동,역삼 IPARK,역삼동 713-11 역삼 IPARK,28.246,2006,6,강남구,48000,54068.822234099825,-6068.822234099825,-0.12643379654374637,0.12643379654374637
6933,번동,주공1단지,번동 242 주공1단지,49.94,1991,2,강북구,27500,25804.23838026712,1695.761619732879,0.061664058899377414,0.061664058899377414
6934,방배동,신동아,방배동 988-1 신동아,105.86,1981,14,서초구,110000,110134.75941108643,-134.7594110864302,-0.0012250855553311835,0.0012250855553311835
6935,오금동,현대(2-4차),오금동 43 현대(2-4차),84.98,1984,1,송파구,86000,76219.17643113798,9780.823568862019,0.11373050661467464,0.11373050661467464
6936,고덕동,고덕래미안 힐스테이트아파트,고덕동 688 고덕래미안 힐스테이트아파트,59.35,2016,16,강동구,60000,64827.96027134593,-4827.960271345932,-0.08046600452243219,0.08046600452243219
6937,신정동,목동신시가지8,신정동 314 목동신시가지8,71.77,1987,9,양천구,87000,82871.48937580333,4128.510624196671,0.04745414510570887,0.04745414510570887
6938,도봉동,한신,도봉동 30-1 한신,84.94,1995,16,도봉구,36900,33638.06256830402,3261.93743169598,0.08839938839284499,0.08839938839284499
6939,자양동,한화꿈에그린,자양동 853 한화꿈에그린,84.57,2006,4,광진구,60000,67053.11884468542,-7053.118844685421,-0.11755198074475702,0.11755198074475702
6940,행당동,두산위브,행당동 375 두산위브,59.99,2009,10,성동구,60000,61102.27096946888,-1102.270969468882,-0.018371182824481365,0.018371182824481365
6941,공덕동,공덕2삼성래미안,공덕동 43 공덕2삼성래미안,59.97,2004,12,마포구,58500,60967.98899931243,-2467.9889993124307,-0.04218784614209283,0.04218784614209283
6942,응암동,백련산힐스테이트1차,응암동 759 백련산힐스테이트1차,84.21,2011,5,은평구,49000,49013.694009466744,-13.694009466744319,-0.00027946958095396567,0.00027946958095396567
6943,구로동,구로두산위브,구로동 1278 구로두산위브,36.88,2006,8,구로구,28700,29091.89584692682,-391.8958469268182,-0.013654907558425721,0.013654907558425721
6944,동작동,이수힐스테이트,동작동 333 이수힐스테이트,84.98200000000001,2013,10,동작구,93800,88769.5487463397,5030.4512536603,0.053629544282092746,0.053629544282092746
6945,구로동,롯데,구로동 1263 롯데,84.93,1999,2,구로구,46000,45424.54565237201,575.4543476279869,0.012509877122347541,0.012509877122347541
6946,월계동,삼호3,월계동 13 삼호3,59.22,1986,4,노원구,34800,37832.59501131279,-3032.595011312791,-0.08714353480783882,0.08714353480783882
6947,신림동,관악산휴먼시아 2단지,신림동 1735 관악산휴먼시아 2단지,84.97,2008,9,관악구,43800,42236.78017060752,1563.2198293924812,0.03568995044275071,0.03568995044275071
6948,신도림동,대림e-편한세상7차,신도림동 649 대림e-편한세상7차,84.928,2004,10,구로구,63000,62493.77957381191,506.22042618809064,0.008035244860128422,0.008035244860128422
6949,마곡동,마곡엠밸리3단지,마곡동 736 마곡엠밸리3단지,84.95,2014,7,강서구,80700,85710.72767198154,-5010.727671981542,-0.06209080138762753,0.06209080138762753
6950,마장동,삼성홈타운,마장동 834 삼성홈타운,18.06,2015,7,성동구,20000,19262.05923513075,737.9407648692504,0.03689703824346252,0.03689703824346252
6951,홍제동,청구1차,홍제동 453 청구1차,84.78,1994,1,서대문구,42100,41695.00893553615,404.9910644638512,0.009619740248547535,0.009619740248547535
6952,봉천동,관악드림(삼성),봉천동 1712 관악드림(삼성),84.96,2003,8,관악구,48900,47634.9848774657,1265.0151225342997,0.025869429908676887,0.025869429908676887
6953,가양동,가양도시개발9-2단지,가양동 1490 가양도시개발9-2단지,34.44,1993,14,강서구,27500,26910.624208432408,589.3757915675924,0.021431846966094268,0.021431846966094268
6954,장지동,위례22단지(비발디),장지동 879 위례22단지(비발디),51.77,2013,13,송파구,60500,58254.3249568779,2245.6750431221008,0.03711859575408431,0.03711859575408431
6955,둔촌동,현대3,둔촌동 135-1 현대3,69.3,1988,1,강동구,33500,40552.31201448224,-7052.312014482239,-0.2105167765517086,0.2105167765517086
6956,송파동,래미안송파파인탑,송파동 243 래미안송파파인탑,87.01,2012,9,송파구,89900,90056.78190405676,-156.7819040567556,-0.001743958888284267,0.001743958888284267
6957,대림동,현대1,대림동 785-1 현대1,84.75,1992,10,영등포구,46400,41947.30294583688,4452.6970541631235,0.0959632985811018,0.0959632985811018
6958,장지동,위례22단지(비발디),장지동 879 위례22단지(비발디),59.96,2013,11,송파구,66500,68039.7324243867,-1539.7324243867042,-0.023153871043409085,0.023153871043409085
6959,등촌동,대동황토방,등촌동 631-9 대동황토방,59.94,2000,4,강서구,40000,37868.38600362551,2131.6139963744936,0.053290349909362336,0.053290349909362336
6960,구로동,파인마루오피스텔,구로동 98-12 파인마루오피스텔,15.75,2016,14,구로구,15400,15236.463363976116,163.53663602388406,0.010619262079472992,0.010619262079472992
6961,세곡동,강남엘에이치1단지,세곡동 579 강남엘에이치1단지,74.74,2013,12,강남구,83000,79137.97167377619,3862.028326223808,0.04653046176173263,0.04653046176173263
6962,상계동,상계주공9(고층),상계동 670 상계주공9(고층),45.9,1988,12,노원구,24000,27452.5001921385,-3452.500192138501,-0.14385417467243755,0.14385417467243755
6963,남가좌동,DMC파크뷰자이2단지,남가좌동 385 DMC파크뷰자이2단지,84.96799999999998,2015,12,서대문구,72700,71665.60581077849,1034.394189221508,0.014228255697682365,0.014228255697682365
6964,암사동,롯데캐슬퍼스트,암사동 414-2 롯데캐슬퍼스트,160.63,2008,6,강동구,93500,97318.07857942914,-3818.078579429144,-0.040835065020632555,0.040835065020632555
6965,창전동,창전래미안,창전동 437 창전래미안,59.94,1998,10,마포구,50000,50157.8669481874,-157.86694818740216,-0.003157338963748043,0.003157338963748043
6966,신대방동,성원상떼빌,신대방동 719 성원상떼빌,128.61,2006,20,동작구,69500,66015.61350882298,3484.3864911770215,0.0501350574270075,0.0501350574270075
6967,숭인동,숭인상가,숭인동 204-11 숭인상가,80.85,1979,5,종로구,30000,34097.67411355686,-4097.674113556859,-0.13658913711856197,0.13658913711856197
6968,정릉동,정릉푸르지오,정릉동 406 정릉푸르지오,114.93,2005,18,성북구,54800,50796.83461482174,4003.165385178261,0.07305046323317994,0.07305046323317994
6969,세곡동,강남엘에이치1단지,세곡동 579 강남엘에이치1단지,59.89,2013,1,강남구,62000,64877.07931722026,-2877.079317220261,-0.04640450511645582,0.04640450511645582
6970,상도동,래미안상도3차,상도동 431 래미안상도3차,84.96,2004,15,동작구,68400,63166.03080303675,5233.969196963248,0.07652001749946269,0.07652001749946269
6971,세곡동,세곡푸르지오,세곡동 533 세곡푸르지오,84.83,2012,8,강남구,85000,87194.54410438142,-2194.5441043814208,-0.025818165933899066,0.025818165933899066
6972,길음동,길음동동부센트레빌(1278-0),길음동 1278 길음동동부센트레빌(1278-0),84.844,2003,20,성북구,48000,46840.08248033175,1159.9175196682481,0.024164948326421836,0.024164948326421836
6973,염창동,동아,염창동 292 동아,59.97,1998,5,강서구,36700,37788.20642932088,-1088.2064293208823,-0.02965140134389325,0.02965140134389325
6974,상계동,상계주공16(고층),상계동 624 상계주공16(고층),59.39,1988,5,노원구,28200,30692.546981798,-2492.546981798001,-0.08838819084390075,0.08838819084390075
6975,도화동,우성,도화동 82 우성,79.97,1991,8,마포구,56300,60681.6424040579,-4381.6424040579,-0.07782668568486502,0.07782668568486502
6976,길동,동삼빌라트,길동 107 동삼빌라트,81.16,1998,3,강동구,38000,39539.95222016996,-1539.9522201699583,-0.04052505842552522,0.04052505842552522
6977,성내동,성내동삼성아파트,성내동 590 성내동삼성아파트,59.88,1999,6,강동구,46900,44249.39903960211,2650.600960397889,0.05651601194878229,0.05651601194878229
6978,신정동,목동신시가지11,신정동 325 목동신시가지11,66.24,1988,11,양천구,69500,66360.34411696722,3139.655883032785,0.04517490479183863,0.04517490479183863
6979,마장동,현대,마장동 818 현대,59.94,1998,6,성동구,38600,40771.306928303544,-2171.306928303544,-0.05625147482651668,0.05625147482651668
6980,서초동,서초타운트라팰리스,서초동 1327 서초타운트라팰리스,127.3,2006,15,서초구,95000,113325.8894018931,-18325.889401893102,-0.19290409896729582,0.19290409896729582
6981,목동,신한이모르젠,목동 960 신한이모르젠,84.77,2006,3,양천구,42700,42881.52050466289,-181.52050466289074,-0.00425106568297168,0.00425106568297168
6982,암사동,롯데캐슬퍼스트,암사동 414-2 롯데캐슬퍼스트,59.99,2008,3,강동구,60000,55212.344379088165,4787.655620911835,0.07979426034853059,0.07979426034853059
6983,중계동,신안동진,중계동 364 신안동진,101.99,1993,8,노원구,63000,64687.700837515586,-1687.7008375155856,-0.026788902182787074,0.026788902182787074
6984,도봉동,삼환도봉,도봉동 87 삼환도봉,73.89,1987,1,도봉구,27000,27131.41100170872,-131.4110017087187,-0.004867074137359951,0.004867074137359951
6985,명일동,명일엘지,명일동 332 명일엘지,84.9,1999,3,강동구,53000,49790.305149727006,3209.694850272994,0.06056028019383007,0.06056028019383007
6986,녹번동,대림아파트(276),녹번동 276 대림아파트(276),84.94,1993,1,은평구,37200,37220.06806555069,-20.068065550687606,-0.000539464127706656,0.000539464127706656
6987,공릉동,동신아파트,공릉동 745 동신아파트,59.99,1999,10,노원구,29500,30932.47095190041,-1432.47095190041,-0.04855833735255627,0.04855833735255627
6988,길동,삼익파크맨션,길동 53 삼익파크맨션,62.91,1983,3,강동구,35000,40514.29035726974,-5514.29035726974,-0.1575511530648497,0.1575511530648497
6989,흑석동,한강현대,흑석동 28 한강현대,83.475,1988,9,동작구,71000,75399.41185716634,-4399.411857166342,-0.061963547284032985,0.061963547284032985
6990,당산동5가,효성1,당산동5가 12 효성1,59.85,1999,19,영등포구,52000,55218.502963767474,-3218.5029637674743,-0.06189428776475912,0.06189428776475912
6991,잠원동,동아,잠원동 157 동아,59.92,2002,16,서초구,110000,94486.61016874868,15513.38983125132,0.14103081664773925,0.14103081664773925
6992,장지동,송파파인타운3단지,장지동 849 송파파인타운3단지,84.93,2008,4,송파구,60000,69093.67013256976,-9093.670132569765,-0.15156116887616275,0.15156116887616275
6993,창동,동아청솔,창동 808 동아청솔,84.97,1997,23,도봉구,49800,49234.271922266504,565.7280777334963,0.011360001560913581,0.011360001560913581
6994,상계동,상계주공5(저층),상계동 721 상계주공5(저층),31.98,1987,2,노원구,26000,29200.129948779413,-3200.129948779413,-0.1230819211069005,0.1230819211069005
6995,구로동,구로두산,구로동 1265 구로두산,51.84,1998,20,구로구,30500,31180.672039139026,-680.6720391390263,-0.022317116037345125,0.022317116037345125
6996,온수동,온수힐스테이트,온수동 155 온수힐스테이트,84.97,2010,4,구로구,43400,44825.09708911444,-1425.0970891144389,-0.03283633845885804,0.03283633845885804
6997,중동,마포중동현대,중동 392 마포중동현대,59.88,2001,10,마포구,44500,42666.1855954482,1833.8144045517984,0.04120931246183816,0.04120931246183816
6998,신대방동,현대,신대방동 707 현대,84.57,1996,4,동작구,58200,56745.955937823135,1454.0440621768648,0.02498357495149252,0.02498357495149252
6999,천호동,천호태영,천호동 566 천호태영,84.88,1999,23,강동구,53000,52425.97444800557,574.025551994433,0.010830670792347794,0.010830670792347794
7000,망원동,성원1,망원동 420 성원1,59.4,1998,8,마포구,42300,39024.52650269974,3275.4734973002633,0.0774343616383041,0.0774343616383041
7001,회기동,베라체캠퍼스,회기동 346-18 베라체캠퍼스,24.31900000000001,2013,4,동대문구,24000,23179.577821152736,820.4221788472641,0.03418425745196934,0.03418425745196934
7002,송파동,래미안송파파인탑,송파동 243 래미안송파파인탑,53.36,2012,3,송파구,61900,63306.94265750555,-1406.9426575055477,-0.02272928364306216,0.02272928364306216
7003,당산동3가,당산계룡리슈빌3단지,당산동3가 565 당산계룡리슈빌3단지,49.993,2014,15,영등포구,44500,44946.28769459295,-446.2876945929529,-0.01002893695714501,0.01002893695714501
7004,신정동,학마을1단지,신정동 1293 학마을1단지,59.98,2000,13,양천구,34000,34218.618021206836,-218.6180212068357,-0.00642994180020105,0.00642994180020105
7005,노량진동,메가스터디타워,노량진동 57-1 메가스터디타워,16.01,2015,10,동작구,18500,19978.714727067712,-1478.7147270677124,-0.07993052578744392,0.07993052578744392
7006,당산동,드림시드,당산동 171-19 드림시드,64.02,2005,6,영등포구,38000,43326.51992697831,-5326.519926978312,-0.14017157702574504,0.14017157702574504
7007,구로동,신도림현대,구로동 560 신도림현대,80.01,1994,16,구로구,43700,42965.98591819489,734.0140818051077,0.01679666091087203,0.01679666091087203
7008,우면동,서초힐스,우면동 773 서초힐스,84.96,2012,25,서초구,77300,81322.28884993264,-4022.2888499326364,-0.05203478460456192,0.05203478460456192
7009,장안동,장안푸르미에,장안동 466-5 장안푸르미에,12.9463,2013,5,동대문구,12000,10603.720284972496,1396.2797150275037,0.11635664291895864,0.11635664291895864
7010,황학동,황학동 코아루,황학동 882 황학동 코아루,84.94,2010,12,중구,49500,54196.717162673885,-4696.7171626738855,-0.09488317500351284,0.09488317500351284
7011,봉천동,벽산블루밍,봉천동 1718 벽산블루밍,84.99,2005,18,관악구,46000,46006.87961829892,-6.879618298917194,-0.00014955691954167812,0.00014955691954167812
7012,홍제동,문화촌현대,홍제동 463 문화촌현대,84.99,2002,6,서대문구,42300,42570.000372067676,-270.0003720676759,-0.0063829875193304,0.0063829875193304
7013,신천동,파크리오,신천동 17 파크리오,84.79,2008,16,송파구,97900,107018.97462096643,-9118.97462096643,-0.09314580818147528,0.09314580818147528
7014,월계동,한진한화그랑빌,월계동 18 한진한화그랑빌,114.97,2002,8,노원구,47000,52077.505802330794,-5077.505802330794,-0.1080320383474637,0.1080320383474637
7015,휘경동,동양1차,휘경동 115 동양1차,114.94,2000,2,동대문구,42000,46701.34090253151,-4701.340902531512,-0.11193668815551219,0.11193668815551219
7016,독산동,금천현대,독산동 711-2 금천현대,84.83,2002,1,금천구,33000,35929.47542264859,-2929.4754226485893,-0.0887719825045027,0.0887719825045027
7017,상계동,상계대림,상계동 172 상계대림,59.67,1989,6,노원구,29300,29438.447842618833,-138.4478426188325,-0.004725182341939676,0.004725182341939676
7018,묵동,신내,묵동 13 신내,39.84,1996,1,중랑구,18300,19293.34293428735,-993.3429342873496,-0.05428103466051091,0.05428103466051091
7019,금호동4가,대우,금호동4가 800 대우,114.71,2001,1,성동구,71800,69874.25312001936,1925.7468799806375,0.026820987186359852,0.026820987186359852
7020,반포동,몽마르뜨빌(577-3),반포동 577-3 몽마르뜨빌(577-3),80.84,2002,3,서초구,55000,74716.19977465706,-19716.199774657056,-0.3584763595392192,0.3584763595392192
7021,상계동,상계주공10(고층),상계동 666 상계주공10(고층),66.56,1988,10,노원구,41100,39220.952173613805,1879.047826386195,0.04571892521620913,0.04571892521620913
7022,대치동,은마,대치동 316 은마,84.43,1979,10,강남구,124500,124117.89804143376,382.1019585662434,0.0030690920366766537,0.0030690920366766537
7023,성내동,동아1,성내동 419-13 동아1,84.91,1997,3,강동구,51500,49440.53124281623,2059.4687571837712,0.03998968460551012,0.03998968460551012
7024,가락동,가락(1차)쌍용아파트,가락동 140 가락(1차)쌍용아파트,84.69,1997,13,송파구,67500,66347.80708923735,1152.1929107626493,0.0170695246038911,0.0170695246038911
7025,염창동,현대1,염창동 288 현대1,84.34,1994,6,강서구,42900,43597.19163150357,-697.1916315035705,-0.016251553181901413,0.016251553181901413
7026,신천동,파크리오,신천동 17 파크리오,84.79,2008,3,송파구,107800,101682.60558260922,6117.39441739078,0.05674762910381058,0.05674762910381058
7027,종암동,종암2차SKVIEW,종암동 135 종암2차SKVIEW,119.87,2010,2,성북구,60000,60706.26872853871,-706.2687285387074,-0.011771145475645122,0.011771145475645122
7028,목동,벽산,목동 926-7 벽산,84.71,1991,11,양천구,75800,64647.91308402951,11152.086915970489,0.14712515720277689,0.14712515720277689
7029,성내동,코오롱(1차),성내동 196-8 코오롱(1차),59.96,1999,3,강동구,40500,41188.82845608376,-688.8284560837565,-0.017008110026759417,0.017008110026759417
7030,천호동,두산위브센티움,천호동 414 두산위브센티움,39.17,2004,5,강동구,18000,20878.221987828398,-2878.2219878283977,-0.1599012215460221,0.1599012215460221
7031,화곡동,화곡푸르지오,화곡동 1091 화곡푸르지오,84.914,2002,3,강서구,60000,56315.65828922066,3684.341710779343,0.06140569517965572,0.06140569517965572
7032,신정동,목동신시가지9,신정동 312 목동신시가지9,71.37,1987,6,양천구,71000,78819.3871170119,-7819.387117011895,-0.11013221291566049,0.11013221291566049
7033,상계동,상계주공16(고층),상계동 624 상계주공16(고층),59.39,1988,9,노원구,29300,30401.953442300008,-1101.9534423000077,-0.03760933250170675,0.03760933250170675
7034,둔촌동,둔촌주공4단지,둔촌동 170-1 둔촌주공4단지,97.72,1980,4,강동구,89500,94709.97676592453,-5209.976765924526,-0.05821203090418465,0.05821203090418465
7035,길음동,길음뉴타운8단지(래미안),길음동 1284 길음뉴타운8단지(래미안),114.99,2010,14,성북구,73000,72164.98475518874,835.015244811264,0.011438564997414575,0.011438564997414575
7036,천호동,동아하이빌,천호동 217-132 동아하이빌,84.97,2000,13,강동구,38000,45943.779756889984,-7943.779756889984,-0.20904683570763116,0.20904683570763116
7037,면목동,두산6,면목동 1501 두산6,59.55,1993,18,중랑구,30700,29759.635171089765,940.3648289102348,0.030630776186001133,0.030630776186001133
7038,상봉동,"엘지, 쌍용아파트","상봉동 484 엘지, 쌍용아파트",68.12,1996,10,중랑구,33800,32735.534284733898,1064.465715266102,0.0314930684989971,0.0314930684989971
